time,f0,VUV,NAQ,QOQ,H1H2,PSP,MDQ,peakSlope,MCEP_0,MCEP_1,MCEP_2,MCEP_3,MCEP_4,MCEP_5,MCEP_6,MCEP_7,MCEP_8,MCEP_9,MCEP_10,MCEP_11,MCEP_12,MCEP_13,MCEP_14,MCEP_15,MCEP_16,MCEP_17,MCEP_18,MCEP_19,MCEP_20,MCEP_21,MCEP_22,MCEP_23,MCEP_24,F1,F2,F3,F4,F5,VAD
0.565,241,1,0.061433521,0.192618818,-1.665478396,0.231379839,0.081347221,-0.383254077,-7.507177413,4.57687207,-2.2821302,0.088338782,-0.184395159,-0.480310719,0.429378071,0.243898171,-0.148356331,0.178287952,-0.345852364,-0.054380224,0.325422547,-0.218000666,-0.147843204,0.168203345,-0.064936661,0.090124118,0.096282779,-0.158497147,0.000504774,0.006554145,-0.085813908,0.113196595,0.044606973,1408.539553,3436.460447,4134,5644.126165,7394.661326,0.209237235
0.575,229.5,1,0.041455692,0.15958482,-5.508068745,0.269329572,0.066067912,-0.387342764,-7.843960771,5.313398646,-2.432293406,-0.067266547,0.30015421,-0.834383875,0.702704287,0.306597488,-0.306469611,0.342955129,-0.317705424,-0.17798913,0.460363292,-0.355206014,-0.168134185,0.274844407,-0.188913755,0.169344247,0.115233648,-0.249990722,0.063717896,0.023134815,-0.11776931,0.172190895,0.012992801,1421,3424,4152.562209,5900,7374.157108,0.205587589
0.585,217,1,0.061150999,0.312409227,5.626404156,0.0889286,0.050268006,-0.388828897,-7.852527867,5.429979491,-2.44880205,-0.128616776,0.358481642,-0.807396937,0.689245419,0.336972717,-0.267099038,0.330358282,-0.272266279,-0.175124034,0.410674991,-0.353190505,-0.189957834,0.246436707,-0.099928775,0.074924273,0.128652449,-0.253034632,0.056317019,0.022379444,-0.072225924,0.139259002,0.05756197,1528.374763,3405.688025,4156,5845.896437,7382.311975,0.198662769
0.595,216,1,0.077603038,0.29882193,3.064080377,0.115509582,0.073200606,-0.39304912,-7.849170873,5.529807233,-2.454692116,-0.134254099,0.401766628,-0.803941434,0.696768987,0.440176395,-0.290334043,0.354026902,-0.160983875,-0.241831819,0.373409518,-0.294372578,-0.288020511,0.266572868,-0.057899887,-0.005754331,0.126182878,-0.218850668,0.028239743,0.063455167,-0.065726141,0.099045594,0.093271633,1585.302494,3420.061741,4137.938259,5941.728469,7350.697506,0.187329517
0.605,216,1,0.083847165,0.373485524,3.063670699,0.081635379,0.059599788,-0.392246801,-8.008886922,5.67654592,-2.379255401,-0.387674774,0.57534683,-0.799727602,0.505417541,0.604295086,-0.360906073,0.275652185,0.047148864,-0.424210815,0.320888,-0.150543072,-0.432052416,0.329804505,0.082294815,-0.114576027,0.148527921,-0.122145796,-0.152498487,0.200810824,-0.05407154,-0.053079325,0.22052743,1628.623013,3475.815292,4116.998107,5999.813399,6889.616196,0.196729494
0.615,216,1,0.079970159,0.341960609,5.214862576,0.096113165,0.063159242,-0.388430753,-8.01771079,5.619434824,-2.3722435,-0.387852545,0.558055755,-0.810026972,0.427707351,0.596841421,-0.349760453,0.267148558,0.077216822,-0.427164316,0.238315757,-0.116685015,-0.446687389,0.374008999,0.145921378,-0.208968828,0.218193273,-0.169331308,-0.178358498,0.260795811,-0.066329281,-0.096666685,0.247755173,1671.324305,3471.236967,4164.087338,5956.114423,6714.35139,0.210748397
0.625,216.5,1,0.070757869,0.392773691,10.26927031,0.178256364,0.061361389,-0.389263973,-7.966619481,5.606992104,-2.324451504,-0.356384948,0.562917203,-0.816483407,0.383886202,0.542099742,-0.339129794,0.278653799,0.088724039,-0.439599453,0.184278403,-0.141075332,-0.40781578,0.38124542,0.182946873,-0.204402148,0.201351301,-0.181476471,-0.145600357,0.230253272,-0.055428754,-0.084341854,0.237390937,1662.688962,3449.688962,4143.164789,5976.835211,6663.164789,0.237343453
0.635,217,1,0.092683725,0.391707472,12.33463733,0.134902239,0.054105289,-0.390873413,-7.98696463,5.544683488,-2.29350449,-0.261339585,0.42676465,-0.819375536,0.511818851,0.338940798,-0.266551246,0.435310451,-0.154368345,-0.279655497,0.198351782,-0.320421103,-0.227357045,0.398539471,0.044721406,-0.056100262,0.121076752,-0.220388229,-0.007435616,0.146428762,-0.116287493,0.042571838,0.13841424,1307.478032,2076.258246,3599.686647,4566.851326,6219.724996,0.237903032
0.645,217.5,1,0.076677078,0.338075155,8.28312502,0.099123867,0.052743964,-0.393393004,-7.99375692,5.578910529,-2.21965169,-0.216145737,0.362701986,-0.726671736,0.592609288,0.225184002,-0.215572818,0.457998143,-0.162376427,-0.244067389,0.214302799,-0.361880104,-0.19081242,0.446682079,-0.078169578,0.046086867,0.068381144,-0.26108656,0.109033918,0.098210853,-0.146632279,0.059692264,0.121145716,1156.332408,3012.619687,3988.28704,5669.715367,6489.048382,0.240791567
0.655,218.5,1,0.080547575,0.367284122,7.390658993,0.090896004,0.051954694,-0.397007011,-8.027407207,5.524229016,-2.165891473,-0.235545337,0.330216853,-0.654181957,0.572371276,0.141100931,-0.181368331,0.530209451,-0.162452169,-0.268708028,0.245074347,-0.430964187,-0.152759578,0.483748531,-0.157182803,0.056934869,0.056484238,-0.244455178,0.207987805,0.015556925,-0.194382724,0.129825388,0.085131115,1092.82448,2224.128443,3620.800077,4710.552948,6205.271788,0.251630947
0.665,219.5,1,0.07678587,0.305647522,6.411380773,0.086321056,0.057683313,-0.397557099,-8.02422059,5.455261164,-2.144027341,-0.159953576,0.38348188,-0.65035967,0.552790129,0.089393455,-0.136045314,0.631764973,-0.182338053,-0.242403879,0.216682854,-0.512634428,-0.144474038,0.494153491,-0.158465703,0.035178478,0.103354134,-0.252116662,0.203048672,0.059936523,-0.246171579,0.114704554,0.087059042,1092.568733,1893.757667,3461.310101,4193.811066,6694.749306,0.26651171
0.675,221,1,0.094965097,0.311199919,6.520900145,0.081798788,0.058425193,-0.400876974,-7.882683299,5.131465184,-1.909947831,-0.015289074,0.061516974,-0.355686885,0.240178584,0.137156697,-0.103825213,0.532578852,0.05365481,-0.395063404,0.294713274,-0.486103092,-0.298826191,0.556997282,-0.188410062,0.010381187,0.189113391,-0.259282094,0.217068751,0.083836796,-0.365116149,0.172512794,0.090987212,1082.670127,2010.899212,3482.329873,4177,6833.160655,0.383201655
0.685,223,1,0.084223392,0.282154349,6.209259838,0.097307199,0.060222743,-0.406311149,-7.789760672,4.723837396,-1.508451359,0.283964215,-0.277684431,-0.062602479,-0.187293714,0.236726242,-0.040723416,0.314040094,0.478968721,-0.639146274,0.416287755,-0.397671292,-0.484819793,0.56932084,-0.206380693,0.059461427,0.223953407,-0.28614668,0.183638198,0.103657195,-0.434174765,0.247849678,0.128269689,1046.099355,2153.792948,3488,4177,7051.923779,0.393627319
0.695,226,1,0.080677632,0.377601246,7.929249037,0.115191866,0.077028535,-0.413248277,-7.782767115,4.569143885,-1.247812171,0.382315995,-0.423664814,0.094329686,-0.479978994,0.295577219,-0.085972002,0.152345112,0.78766649,-0.783201244,0.362612728,-0.229407246,-0.52210358,0.576516452,-0.234776668,-0.034838349,0.310042704,-0.311830234,0.136676283,0.172669774,-0.472485005,0.28289021,0.16758746,1034,1480.267691,2574.238989,3659.296393,7149,0.44248595
0.705,230,1,0.094733549,0.327578458,11.34095544,0.112550424,0.068425573,-0.42096031,-7.801780999,4.499655769,-1.207270296,0.398838639,-0.441192306,0.051637976,-0.642838163,0.338652094,-0.185149262,0.04873226,0.857109139,-0.791582461,0.306414765,-0.00244126,-0.516783415,0.492679843,-0.272915814,-0.08861392,0.355368861,-0.341168898,0.098927659,0.300451478,-0.456083301,0.221433686,0.163112295,1138.380662,1873.608239,2975.375609,5917.429944,9201.819684,0.481619005
0.715,233.5,1,0.118202015,0.399949609,9.943667782,0.109363215,0.088244149,-0.429742614,-7.98109233,4.514587788,-1.064050408,0.453294226,-0.363824886,-0.015841267,-0.655996328,0.378171511,-0.186573491,-0.040531565,0.815802195,-0.745720736,0.392881577,0.056799619,-0.670567315,0.495168206,-0.189389504,-0.106515891,0.253444117,-0.248192464,0.126037776,0.224326411,-0.400703878,0.206084699,0.115010056,1081.325481,2278.359016,5571.416935,9120.624557,12044.33989,0.51491927
0.725,236.5,1,0.134131824,0.385623661,7.168692753,0.127324847,0.106013204,-0.43687785,-8.334238239,4.639484379,-0.704267244,0.305725567,-0.146617453,0.195077767,-0.698895596,0.432415707,-0.162709852,-0.088024592,0.819624992,-0.834888903,0.37966299,0.092981935,-0.736658384,0.528787661,-0.039628426,-0.191482965,0.153253913,-0.073548283,0.170634682,0.023927214,-0.351986215,0.206642025,0.100711749,975.4383418,2441.777071,6625.135573,10070.05573,13028.50593,0.586637063
0.735,239.5,1,0.122575741,0.504465141,10.1457013,0.164146255,0.101731785,-0.449096891,-8.991425057,4.50392799,-0.249144958,0.142516537,-0.017142225,0.338265653,-0.693648013,0.434156664,-0.152526807,-0.045613603,0.780939036,-0.819280791,0.192416084,0.08408524,-0.631520902,0.495915426,0.09149567,-0.165266192,0.100133768,-0.010391951,0.108093095,-0.083978621,-0.227114811,0.180502285,0.056117927,890.0896529,2982.399699,6332.889804,10056,13071,0.525917052
0.745,242,1,0.079176924,0.334398576,19.70825455,0.35553247,0.122785329,-0.458394437,-9.958342926,4.507471964,0.274157499,-0.17212965,0.09157234,0.451494671,-0.547460466,0.066529782,0.15800251,-0.042099039,0.364356212,-0.397148356,0.114564378,0.005471403,-0.483830389,0.349234961,0.07874481,-0.138806126,0.09781742,-0.031684845,0.119344184,-0.078496264,-0.180190563,0.232578866,-0.058741086,847.3421473,3328.206464,6081.793536,10812.38489,13028.72569,0.526289835
0.755,243.5,1,0.14984159,0.481888559,11.96631722,0.152933046,0.093020864,-0.46054341,-10.63100384,4.796181368,0.635048207,-0.645037789,0.191123581,0.625788592,-0.498299894,-0.288489364,0.524561352,0.006217737,-0.018583004,-0.046606132,0.116369981,0.009437488,-0.429143196,0.123545291,0.085863781,-0.144033386,0.070628188,-0.032511777,0.204354182,-0.051363555,-0.227568568,0.261803548,-0.060893546,867.476985,3298.569045,5946.569045,11219,13020.05799,0.525768446
0.765,243.5,1,0.195665134,0.436062615,11.45590815,0.258741364,0.127831403,-0.457988208,-10.8036447,4.79608311,0.729693425,-0.76006564,0.083198429,0.451523552,-0.445435848,-0.215855828,0.429258274,0.18845979,0.014066239,-0.009628058,0.065694316,-0.079099747,-0.437811192,0.036363178,0.228001152,-0.066626684,-0.07091803,0.072546173,0.186999488,-0.134509215,-0.19192695,0.188898494,0.05026409,923.1680234,2630.023263,5926.987891,11259.16802,13028,0.298426849
0.775,246,1,0.14698899,0.397618581,10.05763134,0.195137191,0.082926558,-0.456121462,-10.91221336,4.75794384,0.82817133,-0.667629752,0.14079232,0.346569652,-0.304899212,-0.26559408,0.213626717,0.224815464,0.004558905,0.042466021,0.096780473,-0.125733491,-0.282734872,-0.048298432,0.144342632,-0.063844124,-0.10043839,0.212824602,0.153544506,-0.165409724,-0.141115216,0.078395593,0.079000951,881.0611345,2407.051506,4496.658716,10685.8527,12947.88736,0.169892267
0.785,244,1,0.168384223,0.4183112,14.47918844,0.131715167,0.115750403,-0.490491862,-11.07282821,4.671180289,0.925767917,-0.572403901,0.071516504,0.442808642,-0.212314975,-0.38466726,0.0992887,0.304437525,0.10814716,-0.013656347,0.02190269,-0.030469181,-0.179762519,-0.083360832,0.034394469,-0.010767988,0.002831321,0.143130762,0.032766452,-0.103881165,-0.003279704,0.005090046,0.005928149,866.0097021,2341.33691,3569.990298,10366.62428,12755.24908,0.169092866
0.795,239.5,1,0.124777405,0.410174508,-4.561465757,0.355237894,0.033532312,-0.530533772,-11.20049165,4.615991624,1.012998,-0.581613537,-0.093198784,0.355604419,-0.159962067,-0.428346198,0.040748467,0.408458503,0.204902824,-0.069498529,-0.13306742,0.006823861,-0.020926412,-0.141044512,-0.053486423,0.143885673,0.10510966,-0.022084541,-0.023379391,-0.020421955,-0.013345607,-0.054292804,0.03852501,857.4793921,2239,3514.422337,9480.47761,11320.09083,0.156878295
0.805,242,1,0.105920107,0.281103427,-2.167989195,0.267490316,0.108531344,-0.541695729,-10.54032836,4.061807571,0.686814122,0.004806562,-0.111900197,0.274882875,-0.314257322,-0.261247862,-0.119088761,0.228972532,0.239132249,0.000832276,-0.033072546,-0.029215152,-0.047648701,-0.205879099,-0.056025271,0.192110472,0.144030418,-0.087783682,0.056913777,-0.004082069,-0.136988023,-0.10582867,0.188078885,852.2246927,2239,6684.46607,10053.25904,11854.57417,0.153460664
0.815,240.5,1,0.153835175,0.442070097,4.462717915,0.175003687,0.109165737,-0.53503111,-8.703373477,2.710080205,-0.46630944,0.995021451,-0.58256808,0.477618023,-0.485410642,0.143667114,-0.086113701,0.172439606,0.008832185,0.033926726,0.149082318,-0.11605098,-0.115695245,-0.170277279,0.130674351,-0.014389895,0.050300459,-0.092536888,0.105822154,0.001651198,-0.074472284,-0.068134021,0.170013389,824.471748,2239,5734.834623,9934.161721,11755.35062,0.096589086
0.825,232.5,1,0.049973592,0.163936439,10.21578467,0.150031481,0.084434564,-0.448191845,-8.22768869,3.129651073,-0.946957799,0.806703306,-0.432341687,0.409631274,-0.269853957,0.257103726,-0.157688292,0.240866897,-0.053546357,0.100594247,0.09006857,-0.259107292,-0.150055089,-0.033685616,0.207000058,-0.059741157,-0.06973031,-0.076254155,0.122205479,-0.02962338,0.042932959,-0.082701211,0.132418136,712.5336727,2829.704912,5233.809871,8905.80072,11546.55853,0.094675943
0.835,228,1,0.134039786,0.30912638,0,0.139965458,0.116523074,-0.374014351,-8.429642717,3.837251155,-1.596196011,0.709175186,-0.18518574,-0.233051867,0.112001183,0.145199655,0.018594873,0.117724444,-0.073454328,0.020006889,0.20253202,-0.388196337,-0.007572192,-0.031117567,0.149305665,0.255666491,-0.400806905,0.098140371,0.129041222,-0.13853751,0.056859461,-0.013228055,0.018282227,646,3295,6737.435769,8784.313041,12070.50811,0.201174113
0.845,228,0,0.036392385,0.124733917,1.817974658,0.166017637,0.111350986,-0.383181701,-8.619605145,4.538837708,-1.702591646,0.644297913,0.198157025,-0.615555968,0.690435205,-0.024697785,0.061803493,0.351752318,-0.448152162,0.090381559,0.092404196,-0.331117834,0.138643981,-0.071844166,-0.016912753,0.249399651,-0.23748803,-0.001079893,0.203154128,-0.188482251,0.038956153,0.04690246,-0.033183995,1258.296062,3318.075136,6718,8282.242443,12542.03936,0.253641376
0.855,255,0,0.02116145,0.097740604,6.492766636,0.390225153,0.099429288,-0.440870151,-8.240732639,5.228005496,-1.327335686,0.589830013,-0.073601826,-0.90487408,0.694489346,0.054020499,0.046406747,0.358858395,-0.342853196,0.124931187,-0.054508047,-0.468292012,0.203438695,0.051516871,-0.013684129,0.206455866,-0.167594753,-0.057372283,0.123017743,-0.106267522,0.08063678,0.028423876,-0.107957424,1787,3383.172084,5768.335716,7773,13020.31378,0.239242458
0.865,278,1,0.123031617,0.256516605,1.31092683,0.132606569,0.131265715,-0.50064512,-8.194883396,5.469101568,-1.322685619,0.378543133,-0.07626865,-0.943748683,0.771903299,0.316805958,-0.127947318,0.290689626,-0.347753184,0.061476254,0.197071202,-0.539783096,-0.052239622,0.274921858,-0.022965502,0.211025314,-0.134662837,-0.221021097,0.164484979,-0.01765692,0.07301142,0.040213175,-0.204630637,1432.934952,2582.774333,4190.564488,6301.754378,10226.07725,0.197586729
0.875,274.5,1,0.071906134,0.32902456,18.97581513,0.211009734,0.096530594,-0.503097437,-8.279193039,5.594575772,-1.378395292,0.089800949,0.005202819,-0.828614781,0.744530416,0.216559667,-0.27207502,0.316901374,-0.15914104,-0.06515784,0.177910597,-0.45706044,-0.096205161,0.310222839,-0.045782439,0.136051809,-0.046934545,-0.256525487,0.18805893,0.063577857,-0.099097034,0.118161833,-0.137414079,1119.607854,1787,3564.270888,4790.905551,7515,0.185994345
0.885,275,1,0.162903748,0.46404687,16.78104637,0.208433481,0.114946973,-0.495169768,-8.131267963,5.64995823,-1.571502494,0.153492845,0.281456637,-0.928209792,0.646893424,0.253932759,-0.296570286,0.401848566,-0.084846974,-0.185033209,0.224590432,-0.513060507,-0.08585829,0.333895007,-0.057463881,0.149968429,-0.064079264,-0.216273374,0.130472404,0.075955324,-0.098514853,0.131151221,-0.087534336,1162.118759,1787,3533.033829,5349.782566,7515,0.180107947
0.895,275,1,0.136502387,0.48092891,13.88261764,0.202070831,0.112777691,-0.49091461,-8.275359443,5.547839809,-1.486171028,-0.075165726,0.13513979,-0.852466738,0.510096177,0.319010691,-0.323656962,0.441448252,-0.043257878,-0.147810004,0.080233754,-0.400544558,-0.095785168,0.260973437,-0.056653952,0.162560709,0.054233552,-0.279350486,0.104901361,0.051728099,-0.077705593,0.098785645,-0.030146948,1184,2582.441502,4168.477555,6009.74067,7525.554712,0.178831297
0.905,274.5,1,0.149822742,0.501550426,15.32112075,0.208070486,0.098142765,-0.49280351,-8.124477283,5.591928017,-1.435523483,0.015576208,0.176127906,-0.877460043,0.624118122,0.264442193,-0.286853833,0.458238211,-0.024420489,-0.22242621,0.151510798,-0.359244676,-0.188509045,0.323381273,-0.041136547,0.071869667,0.005031026,-0.184276312,0.20226464,-0.055511832,-0.146850588,0.214668667,-0.041988082,1133.882766,3475.445049,4892.109902,5985.140571,7516.859429,0.159643328
0.915,274,1,0.156318513,0.4331139,14.29444206,0.199878968,0.091887076,-0.495495938,-8.086624387,5.569400107,-1.518867109,-0.022791081,0.05446382,-0.777675866,0.467439408,0.275362106,-0.329509512,0.366869745,0.030325623,-0.272411886,0.269805003,-0.374093243,-0.155193516,0.325922686,-0.104554472,0.117301028,-0.032138663,-0.152314813,0.156216523,0.006505124,-0.093506296,0.03390314,0.063702102,1086.597233,3490.348524,4882.41144,6017.597233,7494,0.170034102
0.925,273.5,1,0.138392698,0.484955113,13.6756987,0.210158308,0.097930971,-0.493402231,-8.004726098,5.436692489,-1.384638332,0.013444693,-0.028322864,-0.588264493,0.335323256,0.378660293,-0.359333209,0.365449964,0.156898069,-0.416060984,0.358423822,-0.476189219,-0.171072752,0.44327808,-0.303944189,0.356244804,-0.181755508,-0.149744609,0.292555779,-0.177534554,0.034388882,-0.007499577,0.072842996,1107.804009,4157.737032,5451.667573,6652.891512,9384.391283,0.150118099
0.935,272.5,1,0.116653477,0.373469596,13.0957786,0.151683838,0.084141531,-0.488357165,-7.994732114,5.362083761,-1.403435531,0.089077842,-0.10128594,-0.616825628,0.432461301,0.378031089,-0.431841025,0.383573998,0.2457783,-0.457577513,0.389102866,-0.527557796,-0.128135038,0.389772029,-0.32351381,0.431548834,-0.230569393,-0.138613522,0.33673246,-0.248586517,0.068319495,-0.008040695,0.074847709,1138.673288,5035.673288,6174.920215,7429,11745.11951,0.133335042
0.945,271.5,1,0.124849922,0.46306972,14.45892318,0.205158955,0.101077767,-0.488063875,-7.966216507,5.275859821,-1.288740052,0.173779267,-0.349049349,-0.424313995,0.285083052,0.342335567,-0.42421765,0.227635137,0.426415723,-0.499869868,0.489815085,-0.527041472,-0.291269299,0.596849989,-0.504745424,0.422436753,-0.072552794,-0.315118539,0.480969823,-0.303084521,0.012649131,0.136263223,-0.057996396,1135.512265,5087.487735,6172.407104,7429,11738.81581,0.130604153
0.955,271,1,0.139547459,0.383192349,13.26736685,0.197320127,0.096250572,-0.49017837,-7.965415267,5.159914823,-1.203015104,0.15309508,-0.405851648,-0.407448227,0.051664465,0.262709413,-0.284632663,0.068134866,0.414135182,-0.36122508,0.588113746,-0.560840888,-0.416444553,0.65514639,-0.574389085,0.452660369,0.013791514,-0.413258315,0.492279819,-0.257391377,0.046647175,0.055259733,-0.05448698,1080.304901,3778.114882,5950.609801,7437.641793,11687.25159,0.114007739
0.965,270.5,1,0.135325449,0.438723449,13.98906794,0.200777371,0.099032657,-0.492023066,-8.110598764,5.123678011,-1.09601388,0.239968153,-0.351477817,-0.29487301,-0.01946723,0.079217489,-0.325809289,0.162144848,0.480543241,-0.341485974,0.641503798,-0.585172282,-0.487477982,0.611942901,-0.50055301,0.445196043,0.000820166,-0.40601455,0.4837616,-0.269003888,0.062768418,0.081603781,-0.092856905,1029.391062,1869.206005,5555.47976,7398.381985,11649,0.131267576
0.975,269.5,1,0.129610273,0.418710838,9.566255294,0.158357342,0.09441566,-0.493058672,-8.614947615,4.985685,-0.742757489,0.181789477,-0.429263301,-0.325780385,0.082788542,0.042774932,-0.467145402,0.119980159,0.330975114,-0.280579953,0.679257742,-0.406481901,-0.465591685,0.489055916,-0.409270768,0.389568562,-0.023072084,-0.264660633,0.400244319,-0.296784882,-0.020202022,0.139558484,0.046294793,949.0133404,1911.716911,5013.730251,7321,11624.11902,0.174186819
0.985,268.5,1,0.115970273,0.503615702,7.895572266,0.220295065,0.097678739,-0.495293075,-9.584939638,5.263828389,0.146025394,-0.055218501,-0.158020417,-0.211900583,0.231624283,0.010776365,-0.239053529,0.087474658,0.09149979,-0.10299142,0.363757915,-0.24707177,-0.394066067,0.208375272,0.006947903,0.194328371,-0.08847198,-0.196966146,0.337806944,-0.12675267,-0.305273311,0.283405265,0.250849127,866.7721835,1938,5022.683449,7223.633101,11560.46958,0.191946279
0.995,266,1,0.127671457,0.52342553,1.879769283,0.216049597,0.10129791,-0.500517342,-10.1347312,5.201569313,0.641775902,-0.286091153,0.006182714,0.112943171,0.364301378,0.080785631,-0.159159031,0.057190096,-0.003054701,0.006147527,0.073323842,-0.232080513,-0.176271946,0.203024683,0.079371825,0.087688984,-0.098919914,-0.220084892,0.273233759,0.015628096,-0.322929505,0.248376526,0.264437955,855.7387222,1890.783833,5118.738722,7031.522556,11535.73872,0.202141165
1.005,264,1,0.128397278,0.285630657,0.250177822,0.835404748,0.127201922,-0.505364571,-10.55552533,5.282088403,1.228431709,-0.392470742,-0.306521472,0.099836451,0.306731104,0.205251462,-0.109702313,-0.136733801,0.03068186,0.294230481,0.073064126,-0.438497153,-0.340910631,0.290611945,0.206240489,-0.100810482,-0.195047699,0.035792729,0.265447397,-0.051564329,-0.203659711,0.158989513,0.125558934,775.8979622,1801.197865,5153.802135,6931.251116,11563,0.23517114
1.015,264,1,0.175082148,0.457529595,11.96134197,0.267579541,0.086938052,-0.527491233,-10.77059836,5.228543267,1.34485676,-0.309582547,-0.195430403,0.095578078,0.267148126,0.251589404,-0.080862989,-0.230806537,-0.003098733,0.289811701,0.085533966,-0.379496748,-0.339327475,0.195679375,0.191299509,-0.164255925,-0.084125863,0.229783631,0.085180656,-0.090611065,-0.072989073,0.037469008,0.050384493,662.354569,1787,5751.899248,8067.631999,11526.2703,0.243030126
1.025,240.5,1,0.175282808,0.512050398,10.52098128,0.182046983,0.173700966,-0.546537667,-10.80379077,4.94868314,1.13685766,-0.1306116,-0.007297426,0.203183048,0.30571173,0.105046202,-0.148910405,-0.160691917,0.070438815,0.179541967,-0.016037658,-0.192811615,-0.162086221,0.091044326,0.065382178,-0.070856949,-0.035049398,0.067589397,0.017333692,0.027907847,-0.04096239,0.009862001,0.005545721,617.8679554,1422.580456,5182.315007,7592.181603,10776.945,0.253900787
1.035,216.5,1,0.162779181,0.480602174,11.47677991,0.235865146,0.151923057,-0.552034823,-9.174082567,3.875969163,-0.045550255,0.932889123,-0.353695463,0.468801794,0.111239866,-0.047117383,-0.042936467,-0.14013729,0.07720303,-0.016168365,-0.091481517,-0.052612909,-0.071248299,0.04954647,-0.023906675,-0.011930916,0.094654379,-0.11620345,0.10445417,-0.044264445,0.043331144,-0.04138004,-0.029344488,215,1089.329046,4230.32131,4657.28873,10189.82431,0.260038345
1.045,210.5,0,0.131967104,0.385568513,7.11078647,0.241713574,0.109743246,-0.464187551,-8.253083554,3.473877013,-1.021342378,1.470820486,-0.44781136,0.150511257,0.080216658,-0.285994017,-0.142870163,-0.076004564,-0.025139777,0.091986228,-0.071097597,-0.045993007,-0.050035236,0.091455118,0.055965807,-0.08833128,0.109882948,-0.158949089,0.144668438,-0.04699738,-0.026053433,-0.007623282,0.027279787,215,1938,7978.656952,9390.072766,11104.14257,0.263939365
1.055,218,0,0.069449131,0.175075466,-7.824645345,0.411860339,0.06758212,-0.385695236,-8.211970418,4.257461084,-1.605755112,1.101849036,-0.069868348,-0.479749786,0.213586977,-0.402307626,-0.272261967,-0.025531676,-0.001380911,0.209053434,-0.047709001,-0.100832672,-0.04202973,0.181097813,0.158475674,-0.178222304,0.037794328,-0.061237211,0.017591833,0.103191232,-0.164392796,0.013220339,0.128401599,779.2761985,2765.208063,5440.456258,7757.260414,10184.028,0.307352939
1.065,230,1,0.080656191,0.357014129,8.481290641,0.312653273,0.117122137,-0.407914541,-8.175508453,4.844883488,-1.843675842,0.729509645,0.269609462,-0.636493153,0.258141689,-0.389283181,-0.226041827,0.014907674,0.077763241,0.150776766,-0.084059139,-0.136114733,-0.018102012,0.177466059,0.178072764,-0.13243267,-0.032316862,-0.007749925,-0.044565153,0.190830056,-0.168160921,-0.092290107,0.180335782,2085.369876,4709.699271,6849.932857,8672.826721,11278.78624,0.375603638
1.075,228,1,0.131184608,0.546968648,1.058154411,0.175028345,0.07798854,-0.41676209,-8.345437755,5.151941695,-1.723276625,0.330694004,0.663445079,-0.483170794,0.117946141,-0.151505505,-0.303128667,0.066483746,0.167593913,-0.02768477,-0.088211522,-0.136144596,0.007862859,0.207438994,0.074084898,-0.059538138,0.024872613,-0.104990834,-0.038279713,0.254967827,-0.160844962,-0.179539735,0.211375706,2041.876463,4640.645633,6019.237206,6891.566289,9675.522096,0.373823251
1.085,226.5,1,0.111535982,0.77650673,-4.820091272,0.26368336,0.074570071,-0.4451927,-8.531650451,5.228333848,-1.508627835,-0.034624624,0.832552229,-0.236548208,-0.18371852,0.155079605,-0.484403759,-0.013468057,0.33783553,-0.324220392,-0.031318656,-0.105919065,0.010167399,0.340753543,-0.061234886,-0.005506767,0.166005487,-0.191087321,-0.110601556,0.302835024,-0.183029111,-0.180485258,0.262674879,2100.336874,4579.621764,5284.47625,7377.425387,9706.969258,0.385961104
1.095,225.5,1,0.117741174,0.428219671,-0.655664202,0.15628378,0.073590577,-0.47223147,-8.556027941,5.09024841,-1.34087475,-0.121880287,0.663530057,-0.024926554,-0.361790283,0.236212552,-0.574442459,-0.119832878,0.491185361,-0.49151407,0.061237452,-0.078390602,-0.032626234,0.440667817,-0.182381127,0.040178328,0.247459673,-0.237594746,-0.143475729,0.316451161,-0.196310615,-0.155279414,0.297852589,2158.993311,4818.397806,6621.152221,9653.723379,10626.39137,0.429865938
1.105,224,1,0.102667144,0.35533986,-0.657468,0.126687625,0.071478503,-0.470203395,-8.559817093,5.017008318,-1.258531378,-0.137795419,0.487059518,0.068054516,-0.43670405,0.215615444,-0.560905845,-0.16655185,0.561480707,-0.499179247,0.158235323,-0.107516025,-0.061222361,0.495325089,-0.267248809,0.05203445,0.257581036,-0.249694524,-0.137013184,0.31041346,-0.199589197,-0.157886215,0.3381769,2249.599585,4856.400415,6583.941107,10056,12306.64131,0.494093649
1.115,222.5,1,0.123078839,0.344225848,-3.010723643,0.145440683,0.066930459,-0.473393324,-8.580891824,4.931078853,-1.15609628,-0.122746243,0.398473818,0.133775596,-0.560552127,0.253057129,-0.45609224,-0.25881195,0.59101054,-0.507427515,0.242064562,-0.172884358,-0.080866285,0.545475023,-0.324692871,0.098233056,0.2270483,-0.240604511,-0.128652464,0.277492783,-0.17304893,-0.16806343,0.360299945,2292.869591,4803.260818,6582.689623,10080.78874,12278.82003,0.372777284
